id;tipo_dia;penetracao_pct;potencia_pv_total_mw;potencias_pv_kw;razoes_bess_h;capacidades_bess_kwh;fator_carga_barras
158;ceu_aberto;34,53;1,2828;[154.85, 705.67, 84.05, 171.63, 91.19, 75.46];[2.231, 2.514, 2.101, 3.246, 3.623, 3.649];[345.46, 1773.95, 176.57, 557.15, 330.36, 275.33];[1.0164, 0.9887, 0.9356, 0.9465, 0.9532, 1.0543, 0.9926, 0.9739, 0.9533, 1.0598, 1.0732, 1.0592, 1.0246, 1.0145, 0.9392, 0.9877, 0.9658, 0.9087, 1.0529, 0.9652, 1.0598, 1.0441, 1.0278, 1.0306, 0.9692, 1.0929, 1.0022, 1.0151, 0.9675, 0.9534, 1.0239, 1.0109]
159;ceu_aberto;45,19;1,6789;[522.51, 258.18, 12.15, 59.3, 199.66, 627.11];[1.296, 2.682, 1.36, 1.635, 1.517, 1.202];[676.94, 692.44, 16.51, 96.95, 302.8, 753.59];[0.9786, 1.1001, 0.978, 0.9596, 0.9619, 1.0522, 0.9174, 0.9619, 1.0723, 1.0122, 1.0096, 1.1066, 1.0123, 0.9646, 0.9859, 0.9432, 1.0628, 1.0287, 1.0562, 1.0606, 0.9793, 0.9528, 0.9974, 0.9564, 1.0082, 1.0566, 0.9916, 1.0075, 0.9953, 1.0401, 0.9666, 0.8902]
160;ceu_aberto;60,31;2,2406;[202.92, 164.27, 14.67, 1192.44, 533.07, 133.21];[1.969, 1.507, 3.825, 1.96, 2.002, 3.52];[399.45, 247.53, 56.13, 2337.2, 1067.13, 468.84];[1.0668, 1.0469, 1.0252, 1.0077, 1.016, 1.0594, 1.0612, 1.0667, 1.0021, 1.0277, 1.0672, 0.9688, 0.9841, 1.0008, 1.045, 1.0458, 0.9885, 0.9246, 1.0123, 0.9541, 0.9255, 0.9368, 1.0163, 1.0681, 1.0019, 1.0106, 1.0591, 0.9228, 1.026, 0.9994, 1.0283, 0.9758]
161;parcialmente_nublado;66,07;2,4546;[122.94, 1137.34, 519.44, 336.7, 187.43, 150.76];[1.555, 1.917, 3.322, 2.361, 3.647, 1.444];[191.14, 2180.53, 1725.5, 795.02, 683.5, 217.66];[1.1104, 1.0063, 1.0499, 1.0022, 0.9481, 1.0738, 0.9689, 1.0768, 1.0649, 1.0307, 1.0914, 1.1116, 0.9912, 0.9596, 0.9068, 1.1122, 0.978, 1.0568, 0.9629, 1.0769, 0.965, 0.9404, 0.9896, 0.9734, 1.0298, 0.9974, 1.0314, 0.9854, 0.9667, 0.9708, 1.1022, 1.0113]
162;parcialmente_nublado;83,49;3,1018;[750.29, 1454.66, 33.85, 6.51, 672.96, 183.5];[2.002, 2.64, 1.307, 2.928, 1.975, 2.898];[1502.25, 3840.9, 44.25, 19.07, 1329.39, 531.81];[0.9822, 1.0181, 1.0027, 1.0381, 0.9241, 1.0826, 1.0263, 1.068, 1.0437, 0.9994, 0.9358, 0.9718, 1.0795, 1.0693, 0.969, 0.8591, 0.9894, 0.9856, 0.9875, 1.0264, 1.0438, 1.0495, 1.0223, 0.91, 0.9829, 1.1152, 1.0187, 1.0184, 1.018, 1.0208, 0.8808, 0.988]
163;ceu_aberto;85,33;3,1702;[896.75, 162.33, 457.72, 316.08, 899.4, 437.89];[1.232, 3.14, 2.606, 1.049, 1.754, 3.765];[1105.18, 509.7, 1193.05, 331.66, 1577.49, 1648.79];[1.001, 0.9241, 1.0334, 1.0091, 1.0501, 1.0, 0.9131, 0.9821, 0.99, 1.0371, 0.8965, 1.0021, 1.0257, 0.9669, 1.0037, 0.9686, 0.9635, 0.9796, 0.9645, 1.0342, 0.9633, 0.9549, 1.0884, 1.048, 0.9069, 0.9618, 1.0121, 1.0162, 0.9255, 1.0579, 1.0413, 1.0241]
164;nublado;90,41;3,3586;[377.71, 1146.08, 19.86, 245.45, 1430.36, 139.13];[3.825, 3.862, 3.646, 2.691, 2.941, 3.609];[1444.6, 4425.83, 72.42, 660.5, 4206.42, 502.1];[1.03, 1.0636, 0.9925, 0.9442, 1.0651, 0.9735, 0.9655, 0.9102, 1.0286, 0.9189, 0.9625, 1.0294, 1.0361, 0.9674, 0.9933, 0.9564, 0.9726, 1.0133, 0.9749, 0.9878, 0.9268, 1.0566, 1.0255, 1.0396, 1.0645, 0.9587, 0.9821, 0.9053, 1.157, 0.9925, 1.0519, 0.9381]
165;parcialmente_nublado;92,13;3,4228;[330.75, 992.6, 290.36, 1122.41, 596.97, 89.66];[2.949, 1.574, 2.236, 1.511, 1.066, 1.636];[975.39, 1562.39, 649.19, 1695.83, 636.4, 146.65];[0.9284, 1.1412, 0.9173, 1.0005, 1.0572, 1.0518, 1.0426, 0.9841, 1.0676, 1.0457, 1.0106, 1.012, 0.9848, 0.9545, 1.0619, 1.0656, 0.9558, 0.9923, 0.9928, 0.9984, 1.0032, 1.0473, 0.9626, 0.9577, 1.0618, 0.9769, 0.9368, 0.9757, 0.9835, 1.0777, 1.0462, 1.0574]
166;parcialmente_nublado;86,31;3,2064;[926.12, 362.96, 40.25, 811.61, 565.59, 499.86];[1.11, 3.397, 1.414, 1.667, 2.731, 1.795];[1028.17, 1232.93, 56.91, 1353.08, 1544.84, 897.21];[1.0541, 1.0808, 1.0153, 0.9617, 0.9151, 1.0521, 0.9102, 0.983, 0.9888, 0.9965, 1.0018, 1.0069, 0.8792, 1.0007, 0.8885, 1.0366, 0.9722, 0.8921, 0.9593, 0.9715, 1.0595, 1.0098, 1.0172, 1.0591, 0.9952, 1.0377, 1.0342, 0.9357, 1.0736, 0.929, 1.0459, 0.9241]
167;ceu_aberto;23,48;0,8722;[38.05, 97.55, 207.93, 287.43, 37.23, 203.99];[1.106, 3.238, 2.928, 1.749, 2.522, 1.389];[42.09, 315.86, 608.88, 502.59, 93.89, 283.28];[0.9829, 1.0447, 0.9471, 1.0195, 0.958, 0.9744, 0.8182, 1.1046, 1.0275, 0.9616, 0.9438, 0.9752, 1.0358, 0.9054, 0.9929, 1.0885, 0.9433, 1.004, 1.1102, 1.0316, 1.0063, 1.0253, 0.98, 1.065, 0.98, 0.902, 0.9804, 0.9517, 0.9859, 0.987, 1.0599, 1.0348]
168;parcialmente_nublado;71,1;2,6412;[299.02, 230.57, 651.34, 360.15, 562.71, 537.45];[1.573, 2.95, 1.599, 2.75, 3.032, 3.992];[470.41, 680.29, 1041.45, 990.41, 1706.32, 2145.36];[0.9913, 0.9637, 1.0179, 1.0167, 1.0241, 1.0144, 0.9697, 0.9869, 1.046, 1.0534, 0.9427, 0.9235, 0.9637, 1.0523, 1.0607, 0.9538, 1.0154, 1.0917, 1.0208, 1.0711, 1.0499, 0.9545, 0.9905, 1.0017, 1.0052, 1.0458, 1.0204, 0.8532, 0.9344, 0.8906, 1.0088, 1.012]
169;ceu_aberto;54,46;2,0232;[994.96, 278.75, 80.6, 116.9, 183.09, 368.87];[2.32, 2.177, 2.694, 1.726, 1.237, 1.073];[2308.4, 606.93, 217.16, 201.71, 226.43, 395.89];[0.982, 0.989, 1.0576, 0.9654, 1.0388, 1.0756, 0.9772, 1.0369, 0.9879, 1.0462, 0.9214, 0.9177, 0.9804, 0.9556, 0.9742, 0.989, 1.036, 0.9796, 0.9588, 0.9824, 0.9615, 0.9533, 0.9193, 1.0035, 0.9716, 1.0483, 0.9276, 0.9729, 1.0906, 0.953, 0.9882, 0.9392]
170;ceu_aberto;77,95;2,8958;[31.53, 326.49, 240.07, 1392.73, 683.5, 221.48];[3.325, 1.579, 2.687, 1.224, 2.044, 1.678];[104.86, 515.57, 645.07, 1704.51, 1397.25, 371.56];[0.9959, 1.0907, 1.005, 1.0827, 1.011, 0.9806, 1.077, 1.0219, 0.9679, 1.0235, 0.9854, 0.9005, 1.0468, 1.0547, 1.0919, 1.0211, 0.9876, 1.0417, 1.0425, 1.0819, 0.9978, 0.9917, 0.9642, 1.0269, 0.9226, 1.0388, 1.0294, 1.0293, 1.0069, 1.0766, 1.0436, 0.9696]
171;ceu_aberto;93,86;3,4869;[83.37, 577.5, 503.19, 436.06, 1491.08, 395.67];[1.191, 1.198, 1.128, 2.227, 3.155, 1.611];[99.29, 691.56, 567.71, 971.3, 4704.69, 637.5];[1.0679, 1.0532, 1.0303, 0.9262, 0.9824, 1.0974, 1.0561, 0.9231, 0.9972, 1.0182, 0.9619, 0.8845, 1.0049, 0.9606, 0.9608, 0.9823, 0.9933, 0.9995, 0.9558, 0.989, 0.9121, 1.0156, 0.8572, 0.9855, 1.046, 0.947, 1.0358, 1.0578, 0.8346, 0.9924, 0.8562, 0.9941]
172;parcialmente_nublado;24,83;0,9225;[130.56, 231.02, 193.31, 31.73, 277.26, 58.65];[3.84, 1.215, 2.459, 2.791, 1.743, 3.314];[501.28, 280.74, 475.28, 88.56, 483.25, 194.36];[0.9944, 1.0015, 0.9903, 1.1232, 0.9847, 1.0293, 0.9035, 1.0216, 1.0571, 0.9736, 0.8745, 0.9981, 1.0009, 1.0362, 1.1005, 0.981, 0.9572, 0.9417, 1.0099, 1.024, 0.9727, 1.0389, 1.0233, 1.0022, 0.9549, 0.9759, 0.8785, 1.0118, 1.0013, 1.0094, 1.0252, 1.0193]
173;parcialmente_nublado;49,03;1,8213;[23.39, 482.77, 107.84, 64.32, 535.89, 607.12];[2.017, 2.064, 2.739, 3.2, 1.189, 2.78];[47.18, 996.63, 295.35, 205.84, 637.41, 1687.82];[1.0454, 0.9588, 1.0397, 0.9564, 0.9678, 1.0379, 1.0432, 1.0299, 0.9475, 0.9777, 1.0078, 0.9575, 1.0685, 0.8799, 0.9611, 0.9745, 0.8578, 0.9302, 1.0313, 1.0015, 1.0787, 1.0773, 1.0217, 1.0157, 1.0033, 0.8672, 0.9303, 1.005, 1.0308, 1.0145, 0.9554, 1.0469]
174;ceu_aberto;21,77;0,8088;[52.64, 24.23, 328.07, 25.44, 274.57, 103.85];[1.22, 3.438, 2.739, 1.707, 3.684, 1.136];[64.23, 83.32, 898.55, 43.43, 1011.53, 117.94];[1.0321, 0.962, 0.9488, 1.0509, 0.9505, 0.9697, 1.0444, 1.0017, 0.9101, 1.0874, 0.9735, 0.9799, 1.0128, 1.0313, 1.0981, 0.917, 1.0413, 1.0372, 0.9931, 1.0394, 1.0467, 0.9309, 1.0875, 0.9221, 0.9432, 0.9869, 1.0962, 0.9846, 0.9984, 1.0716, 0.985, 0.9411]
175;nublado;45,73;1,699;[491.76, 57.5, 204.45, 350.75, 317.82, 276.75];[3.774, 1.686, 2.481, 3.652, 1.234, 1.168];[1856.15, 96.93, 507.28, 1280.93, 392.09, 323.15];[1.0321, 0.9356, 0.961, 0.9698, 1.112, 0.9594, 0.9586, 0.9478, 1.028, 1.0071, 1.0543, 1.0336, 0.931, 0.9596, 1.0683, 0.9898, 1.0594, 0.9925, 0.9516, 0.9848, 0.9516, 0.9717, 1.01, 1.0256, 0.9205, 0.9991, 0.9707, 0.9676, 1.0066, 0.9725, 1.0691, 1.0594]
176;parcialmente_nublado;95,86;3,5611;[346.6, 288.25, 743.62, 816.54, 300.36, 1065.7];[1.194, 1.34, 2.79, 2.062, 2.393, 1.984];[413.91, 386.17, 2074.97, 1683.87, 718.67, 2114.6];[1.0604, 0.9822, 0.9653, 1.044, 0.9574, 0.9389, 1.0137, 0.9909, 0.9378, 1.0318, 1.0232, 0.982, 0.9854, 1.0235, 1.0595, 0.9859, 1.0327, 1.0283, 1.044, 1.002, 0.9544, 0.9769, 1.0171, 1.0909, 0.9758, 1.0402, 0.9836, 1.0055, 1.0758, 1.0382, 0.9379, 0.9714]
177;nublado;64,54;2,3978;[342.79, 763.03, 145.01, 678.12, 328.24, 140.58];[1.885, 2.083, 2.868, 1.692, 3.761, 2.725];[646.28, 1589.71, 415.9, 1147.68, 1234.53, 383.05];[1.0335, 0.979, 0.9965, 0.9744, 0.9895, 0.9516, 1.0195, 1.0538, 0.9592, 1.0641, 1.0057, 1.0121, 0.915, 0.9096, 1.0072, 1.0395, 0.9664, 1.0835, 1.0367, 0.9546, 1.0015, 1.1238, 0.9379, 1.0264, 0.9839, 1.0353, 1.0634, 0.9807, 1.0559, 1.1111, 1.0033, 1.0392]
178;ceu_aberto;80,13;2,9768;[707.25, 120.05, 1659.74, 40.62, 32.65, 416.46];[3.168, 3.883, 2.215, 1.076, 2.809, 1.869];[2240.74, 466.1, 3676.05, 43.7, 91.71, 778.41];[0.9761, 0.8608, 0.9988, 0.9629, 1.0844, 0.9707, 0.9451, 1.0254, 0.967, 0.961, 1.0255, 0.948, 0.9271, 1.0863, 1.029, 0.9868, 0.9998, 1.0253, 1.0487, 0.9622, 1.0183, 0.9747, 0.9906, 1.008, 0.9997, 1.0368, 1.0244, 0.9246, 0.9321, 0.9815, 1.0914, 0.9574]
179;ceu_aberto;59,59;2,2137;[545.88, 570.95, 308.27, 61.36, 538.03, 189.17];[2.179, 3.105, 1.05, 1.438, 3.489, 2.937];[1189.38, 1772.82, 323.55, 88.26, 1877.2, 555.53];[1.0006, 0.8858, 1.0124, 1.0381, 0.9526, 0.9873, 0.9422, 0.8715, 1.0514, 0.9998, 1.0799, 1.0429, 0.9823, 0.9958, 1.0283, 1.0483, 1.0161, 1.0553, 0.9852, 0.9501, 0.9968, 1.0103, 0.9399, 0.9332, 1.0224, 0.9797, 0.9917, 0.982, 1.076, 1.0631, 0.9381, 0.9734]
180;ceu_aberto;61,31;2,2775;[53.12, 711.05, 60.47, 271.05, 852.65, 329.14];[3.526, 2.026, 3.873, 1.628, 1.115, 3.617];[187.3, 1440.33, 234.21, 441.38, 950.53, 1190.6];[0.9597, 1.0379, 1.0001, 1.0176, 1.0004, 1.0321, 0.8716, 0.929, 1.0209, 0.8978, 0.9735, 0.9973, 0.9586, 0.9654, 1.0136, 1.0505, 0.9521, 0.9712, 0.9634, 0.8789, 1.0071, 1.0467, 1.0508, 0.9565, 0.9374, 1.0011, 1.0415, 1.0077, 1.0145, 1.0571, 0.963, 0.989]
181;nublado;52,45;1,9484;[150.45, 155.77, 527.98, 324.28, 14.35, 775.6];[1.89, 3.991, 3.863, 3.822, 3.433, 1.662];[284.41, 621.73, 2039.35, 1239.28, 49.27, 1288.92];[0.9238, 1.009, 1.0334, 0.9276, 0.9898, 1.0358, 0.8533, 1.0668, 1.0177, 1.0358, 0.9794, 0.9139, 1.0267, 0.9959, 1.0016, 1.0544, 1.0381, 1.0961, 1.0077, 0.9654, 0.9906, 1.0208, 1.0508, 0.9266, 1.0004, 1.0805, 0.988, 1.0466, 1.0247, 1.0478, 0.9595, 0.9597]
182;parcialmente_nublado;75,37;2,7999;[136.98, 1137.84, 164.77, 219.86, 50.98, 1089.51];[1.858, 1.777, 3.761, 3.417, 1.423, 3.308];[254.55, 2021.65, 619.68, 751.17, 72.55, 3604.08];[1.0093, 1.0641, 0.9956, 1.104, 0.9412, 0.9925, 0.973, 1.0468, 0.888, 0.9278, 0.9946, 1.0776, 1.0113, 0.9324, 0.9401, 1.0836, 0.9689, 0.9529, 1.0739, 1.0506, 1.0637, 0.9525, 0.9237, 1.0067, 1.0168, 1.0182, 1.0739, 0.9133, 1.043, 0.9452, 1.0428, 0.9763]
183;ceu_aberto;57,57;2,1386;[912.18, 3.78, 573.72, 22.28, 244.64, 381.99];[3.06, 1.175, 2.256, 2.752, 1.198, 1.405];[2791.53, 4.44, 1294.21, 61.31, 293.11, 536.81];[1.0138, 1.1044, 1.0064, 0.9382, 0.9691, 1.0103, 1.0665, 0.983, 1.0413, 0.9282, 0.9278, 0.9759, 1.0719, 1.0034, 1.0145, 1.0139, 1.0555, 0.9695, 1.0344, 0.9585, 1.0992, 0.96, 0.9559, 1.0275, 1.004, 1.0163, 1.0114, 0.9455, 1.0807, 1.0447, 1.0679, 0.9736]
184;ceu_aberto;66,62;2,4748;[327.92, 444.78, 252.6, 31.48, 307.39, 1110.66];[3.717, 3.615, 1.907, 3.252, 3.553, 3.035];[1218.81, 1607.9, 481.58, 102.39, 1092.25, 3370.84];[0.9464, 0.9929, 1.015, 0.9602, 0.956, 0.9932, 1.0401, 1.0322, 0.9569, 1.0326, 0.9582, 0.9195, 0.9816, 1.0561, 1.0328, 0.9999, 0.9792, 0.9805, 1.0054, 0.9466, 0.9826, 0.9892, 0.9324, 0.9581, 1.0205, 1.0005, 0.9846, 0.9544, 1.0788, 0.9581, 1.0126, 0.9756]
185;ceu_aberto;45,19;1,6788;[64.5, 487.75, 173.84, 109.9, 503.83, 338.99];[2.536, 3.717, 2.213, 1.691, 1.698, 2.987];[163.56, 1812.99, 384.7, 185.87, 855.53, 1012.55];[1.107, 1.0007, 1.0024, 0.9667, 1.0248, 0.9421, 1.1082, 1.0659, 1.0492, 0.9305, 1.0103, 1.0605, 1.0297, 0.9499, 0.9675, 0.9774, 0.9698, 1.0764, 0.9039, 1.0328, 0.9354, 0.9519, 0.8995, 0.9725, 1.0755, 1.0132, 0.9401, 1.0509, 1.0616, 1.0052, 1.1017, 1.0411]
186;nublado;35,21;1,308;[228.18, 25.29, 427.25, 258.33, 242.55, 126.35];[3.714, 1.271, 3.609, 2.13, 3.642, 3.186];[847.46, 32.16, 1542.15, 550.28, 883.34, 402.59];[1.0173, 0.9534, 1.0606, 1.0399, 1.0458, 1.0632, 1.0209, 1.074, 1.0189, 0.989, 0.9997, 0.9988, 0.974, 1.0816, 1.0148, 1.0047, 1.0194, 1.149, 0.9434, 0.9577, 0.931, 0.9884, 1.0123, 0.9767, 0.973, 1.0071, 0.9749, 1.0155, 1.0557, 1.0339, 1.0441, 1.0543]
187;ceu_aberto;34,02;1,2637;[235.85, 52.09, 63.71, 410.26, 399.29, 102.47];[2.423, 3.59, 1.523, 1.058, 2.956, 1.16];[571.53, 187.01, 97.01, 433.91, 1180.31, 118.92];[1.0028, 1.0121, 0.8736, 0.9465, 0.9577, 1.0075, 1.0093, 1.0318, 1.0129, 0.935, 1.0724, 1.0636, 0.9371, 1.0166, 0.9702, 1.0069, 1.0527, 1.1065, 1.0376, 1.0147, 0.983, 1.0091, 1.068, 0.9978, 0.9557, 0.919, 1.0257, 1.0124, 0.9677, 1.0513, 0.9789, 0.9933]
188;ceu_aberto;21,03;0,7814;[27.83, 58.66, 37.29, 460.58, 147.72, 49.37];[3.789, 3.222, 1.854, 2.137, 1.598, 3.913];[105.44, 189.0, 69.13, 984.1, 236.1, 193.18];[1.0481, 1.0021, 1.0454, 0.9807, 0.9882, 1.0357, 1.0366, 1.0399, 0.9852, 1.0307, 1.0555, 0.9948, 0.9743, 1.0671, 0.9673, 1.0315, 0.9971, 0.9079, 1.0564, 0.8621, 0.9008, 1.0264, 1.0264, 0.9681, 1.0074, 0.8734, 1.0353, 1.0125, 0.9977, 1.001, 1.0247, 0.9986]
189;parcialmente_nublado;53,12;1,9735;[394.47, 242.9, 270.75, 942.1, 75.95, 47.33];[1.008, 1.942, 1.442, 1.66, 1.034, 1.682];[397.7, 471.71, 390.48, 1563.84, 78.51, 79.58];[0.9932, 0.9976, 1.0628, 1.0984, 1.01, 0.9577, 0.9727, 0.9908, 0.9485, 0.9411, 1.1049, 1.0151, 0.9583, 1.0408, 0.9411, 0.9452, 0.9598, 1.0827, 0.9874, 0.8779, 1.0605, 0.9847, 0.9075, 0.9842, 1.0261, 1.0202, 1.0899, 0.9574, 1.0023, 0.965, 0.9229, 1.0443]
190;nublado;83,73;3,1107;[582.42, 192.97, 1123.79, 37.16, 792.74, 381.58];[3.194, 3.782, 3.25, 2.326, 1.453, 3.419];[1860.19, 729.89, 3652.44, 86.44, 1151.79, 1304.64];[0.9603, 0.9963, 0.9511, 1.0514, 0.9096, 0.993, 1.0305, 1.0171, 0.9641, 1.033, 0.9557, 0.9989, 1.0326, 1.0231, 0.9662, 1.0599, 1.0043, 1.0371, 1.0765, 1.0559, 1.056, 1.0096, 1.0397, 1.0107, 0.9395, 1.0151, 1.0128, 1.0292, 0.9936, 0.9619, 1.0328, 0.9343]
191;ceu_aberto;53,52;1,9884;[313.01, 762.88, 165.22, 47.89, 345.46, 353.9];[3.392, 3.905, 1.166, 2.775, 3.044, 3.957];[1061.57, 2979.03, 192.63, 132.9, 1051.51, 1400.54];[1.0059, 1.0122, 0.9378, 1.004, 1.0661, 0.91, 1.0413, 1.0687, 0.972, 1.0847, 0.9655, 1.0221, 0.9847, 0.9847, 0.9691, 1.0349, 1.0424, 0.9968, 0.932, 1.0202, 1.0211, 0.9892, 1.0934, 0.9218, 0.8891, 0.9635, 1.0355, 0.9472, 0.951, 1.0476, 1.0231, 1.0189]
192;parcialmente_nublado;51,83;1,9254;[945.16, 47.15, 278.29, 243.03, 222.11, 189.69];[1.63, 1.519, 2.921, 3.758, 2.527, 1.894];[1540.83, 71.6, 812.95, 913.37, 561.16, 359.27];[1.0159, 0.9836, 0.997, 1.0095, 1.0382, 0.9213, 0.9878, 1.0754, 1.0708, 1.0425, 1.0268, 1.0827, 1.0959, 0.9935, 0.9515, 0.9865, 1.1548, 0.9215, 0.9765, 0.9294, 1.0062, 0.9399, 0.9946, 0.9025, 1.0309, 1.0611, 0.9808, 0.9932, 0.9918, 1.009, 0.9981, 1.0384]
193;ceu_aberto;26,8;0,9957;[116.9, 230.17, 264.46, 3.88, 374.38, 5.93];[2.844, 3.08, 1.322, 1.144, 3.355, 2.154];[332.4, 708.97, 349.62, 4.44, 1255.95, 12.76];[1.0132, 0.9803, 1.0139, 1.0556, 1.0228, 1.0911, 1.0543, 1.0262, 0.9487, 0.991, 1.0036, 1.0348, 1.0319, 1.0085, 1.006, 1.036, 0.9571, 1.0848, 0.8976, 1.0728, 0.9977, 1.0501, 1.0182, 1.0173, 1.0277, 1.0405, 0.9836, 1.0517, 0.9458, 0.9997, 1.0418, 1.0498]
194;parcialmente_nublado;27,53;1,0229;[268.46, 97.83, 5.11, 314.71, 83.77, 252.99];[3.571, 3.447, 1.184, 1.741, 3.627, 3.697];[958.56, 337.25, 6.05, 547.97, 303.8, 935.29];[0.8864, 0.9206, 0.9697, 0.9719, 0.94, 1.0375, 1.0001, 0.9893, 0.9372, 0.9978, 0.8687, 0.9919, 1.0032, 1.0121, 0.9218, 1.0112, 0.9479, 0.9594, 1.0359, 1.1007, 1.0026, 0.9591, 1.0094, 1.047, 1.031, 1.1372, 0.9642, 1.0126, 1.0774, 1.0743, 0.9025, 0.9998]
195;parcialmente_nublado;92,37;3,4314;[577.95, 176.2, 1048.08, 707.8, 284.02, 637.39];[3.603, 3.927, 3.857, 1.976, 2.265, 1.329];[2082.39, 691.94, 4042.51, 1398.61, 643.33, 846.84];[1.0246, 0.9837, 1.0654, 0.9245, 1.0561, 1.0331, 0.9716, 0.9538, 0.896, 0.9602, 1.0524, 0.9972, 1.0581, 0.969, 1.0354, 0.9641, 0.9517, 0.9946, 0.9668, 0.9229, 0.9909, 1.0053, 1.0634, 1.0468, 1.061, 1.036, 1.0166, 0.9386, 1.0075, 1.0298, 1.0729, 1.0343]
196;parcialmente_nublado;37,58;1,3961;[140.4, 8.01, 466.19, 338.38, 256.54, 186.59];[2.74, 3.99, 1.834, 3.339, 2.744, 3.928];[384.62, 31.96, 854.99, 1129.86, 703.99, 732.86];[0.9334, 1.0199, 1.0928, 1.0016, 0.9203, 1.0015, 0.9393, 1.0432, 1.0262, 0.9915, 0.9834, 0.9894, 1.0004, 0.9614, 0.9306, 1.0569, 0.9807, 1.0084, 1.0143, 1.0161, 0.9413, 0.9162, 0.9706, 1.0198, 0.9636, 0.9823, 1.1064, 0.9077, 0.9622, 1.0948, 0.9978, 0.9647]
197;parcialmente_nublado;63,91;2,3741;[1017.64, 1048.83, 24.22, 35.81, 120.94, 126.64];[1.285, 2.165, 2.763, 2.734, 2.63, 2.016];[1307.32, 2271.14, 66.93, 97.93, 318.1, 255.3];[1.0429, 1.0271, 0.9671, 0.9878, 0.9626, 0.979, 0.9395, 0.9943, 0.9249, 0.99, 0.9376, 1.0103, 0.966, 1.0145, 1.0541, 1.0795, 0.8736, 0.9583, 0.9848, 1.023, 0.9175, 0.9509, 1.0065, 1.0042, 1.0189, 1.0222, 1.0169, 1.0097, 1.0028, 1.0332, 0.888, 1.0772]
198;parcialmente_nublado;79,15;2,9405;[891.34, 297.28, 284.29, 629.32, 57.55, 780.75];[1.129, 1.572, 2.992, 1.295, 3.916, 3.605];[1006.02, 467.26, 850.73, 814.95, 225.33, 2814.75];[1.057, 1.0226, 0.984, 1.0257, 0.982, 1.0206, 1.0698, 0.8961, 1.0399, 0.923, 1.0614, 0.9681, 0.9391, 1.0348, 1.0182, 0.95, 0.9374, 0.9906, 0.9398, 0.9469, 1.0058, 0.9517, 1.0213, 1.0745, 0.9926, 1.0065, 1.1009, 0.9406, 1.0596, 1.0535, 1.0427, 1.0646]
199;parcialmente_nublado;52,64;1,9556;[150.78, 339.45, 138.28, 390.83, 176.45, 759.82];[2.902, 1.646, 2.008, 3.542, 2.159, 2.607];[437.52, 558.7, 277.72, 1384.41, 381.03, 1981.14];[0.934, 1.0646, 0.9888, 0.9069, 0.9651, 0.9538, 0.9917, 0.9815, 1.0089, 0.9965, 1.068, 1.0212, 1.0229, 1.0583, 0.9806, 0.9369, 1.0603, 1.0068, 1.007, 0.9683, 0.9692, 1.0423, 1.0492, 1.0392, 1.0396, 1.0285, 1.0066, 0.9912, 1.0605, 0.9813, 1.0185, 0.9598]
200;parcialmente_nublado;94,39;3,5065;[1115.72, 226.2, 721.48, 955.86, 123.69, 363.54];[3.717, 2.702, 1.651, 1.368, 2.555, 2.643];[4146.73, 611.07, 1191.16, 1307.96, 315.98, 960.86];[1.0575, 0.927, 0.9646, 1.0037, 0.9499, 1.08, 1.0705, 0.9733, 1.0892, 0.9998, 1.1295, 1.0072, 1.0288, 1.07, 1.0639, 1.0255, 0.9929, 1.0257, 0.9592, 1.0076, 0.9445, 0.911, 1.0025, 1.0631, 1.0463, 0.9959, 1.0873, 0.9715, 0.9041, 0.8909, 0.9409, 1.0408]
201;ceu_aberto;77,23;2,869;[512.93, 904.89, 320.04, 748.02, 60.16, 322.96];[3.317, 1.815, 3.222, 3.335, 3.494, 1.939];[1701.31, 1642.31, 1031.26, 2494.96, 210.18, 626.11];[0.9419, 1.0539, 0.987, 1.0842, 0.9239, 1.0882, 0.9819, 0.981, 1.0097, 0.9651, 0.9964, 0.9631, 0.9649, 1.0243, 0.9549, 0.9616, 0.9314, 0.9748, 1.0656, 0.9577, 0.9634, 1.0097, 0.9815, 1.1114, 0.9919, 1.0168, 1.0472, 1.0462, 1.0117, 0.9919, 1.1012, 0.995]
202;parcialmente_nublado;25,82;0,9591;[50.6, 333.41, 217.87, 189.19, 69.81, 98.22];[3.898, 1.722, 3.705, 2.742, 1.37, 2.402];[197.21, 574.1, 807.18, 518.69, 95.63, 235.93];[0.9946, 1.0299, 0.9796, 1.0304, 1.0582, 1.012, 0.9986, 1.0415, 0.9572, 0.9523, 0.9867, 0.9754, 0.9598, 1.0915, 1.1086, 0.9823, 1.0046, 0.9906, 1.0554, 1.0653, 0.9111, 1.0238, 0.9347, 1.0879, 1.022, 0.9588, 0.9879, 0.9856, 1.0263, 1.0521, 0.9426, 1.0919]
203;ceu_aberto;60,86;2,261;[279.02, 630.46, 267.9, 96.5, 400.16, 587.01];[1.958, 2.936, 1.441, 2.026, 3.728, 3.734];[546.35, 1850.98, 385.99, 195.48, 1491.67, 2191.84];[1.0859, 1.032, 1.1424, 0.9766, 0.9638, 0.9929, 1.0689, 0.9817, 1.0062, 1.0048, 1.002, 0.9674, 0.9931, 0.991, 0.9996, 1.0472, 1.088, 0.958, 0.9804, 0.9587, 1.0094, 0.9731, 1.012, 1.0552, 0.8737, 1.0246, 0.977, 1.023, 0.9552, 1.0598, 1.0457, 1.0284]
